,Fiscal Year,Annual Estimate,Gross Revenues,Water Sales Revenue,Fixed Operating Expenses,Variable Operating Expenses,Net Revenues,Debt Service,Acquisition Credits,Unencumbered Carryover Funds,R&R Fund Deposit,Rate Stabilization Fund Deposit,Other Funds Deposit,Uniform Rate,Variable Uniform Rate,TBC Rate,Rate Stabilization Fund Transfers In,R&R Fund Transfers In,Other Funds Transfers In,Interest Income,CIP Fund Transfer In,CIP Fund Deposit,Energy Savings Fund Transfer In,Energy Savings Fund Deposit,Debt Service Deferred
0,2020.0,168872283.0,177428927.0,169766978.0,61849872.0,26657538.0,88921517.0,70133315.0,10231558.0,4168060.0,4500000.0,0.0,1712872.0,2.559,0.4028,0.195,1600000.0,6607280.0,0.0,1893889.0,0.0,2343772.0,0.0,0.0,0.0
1,2021.0,178053678.0,182829643.0,175384352.0,71789709.0,25938571.0,85101363.0,70093840.0,10231558.0,4233325.0,3000000.0,0.0,0.0,2.559,0.3848,0.195,0.0,0.0,0.0,3211966.0,0.0,1775965.0,0.0,0.0,0.0
2,2022.0,185115929.0,273798667.81656724,175153964.2397078,74158769.397,26794543.843,172845354.57656723,71153640.0,10231558.0,88222809.86019377,3600000.0,0.0,0.0,2.5634,0.4174,0.195,0.0,9727596.532252932,0.0,694297.1844127387,0.0,532956.3194893405,0.0,647330.1478143098,0.0
3,2023.0,182720663.57692,273256456.0396817,173641933.5155479,76606008.787101,27678763.789818995,168971683.46276167,62604333.0,10231558.0,92253153.11755735,3900000.0,0.0,0.0,2.9031048763218195,0.45188607583208257,0.195,5600000.0,4900725.264321073,0.0,2460644.1422553416,0.0,932818.6458425779,0.0,648071.0851914395,0.0
4,2024.0,182861880.07195836,272895604.7379604,174226330.25738284,79134007.07707533,28592162.99488302,165169434.66600204,63104152.0,10231558.0,89208535.23966932,3400000.0,0.0,0.0,2.8176652208390816,0.45915130341174515,0.195,1800000.0,7400887.887865896,0.0,2059851.353042355,0.0,416369.9668257797,0.0,1143464.5256863837,0.0
5,2025.0,189463593.68433297,279958868.6696562,180590743.71007574,81745429.31061882,29535704.373714156,168677734.98532325,62550902.0,10231558.0,91018084.8688338,4800000.0,0.0,0.0,2.9010831810786257,0.4670862408964671,0.195,5400000.0,6016667.404855299,0.0,2333372.685891369,0.0,1126194.4930287437,0.0,674569.6900474532,0.0
6,2026.0,217956660.09591597,313841019.31569517,209631390.75122693,85064687.87786923,30620087.21804672,198156244.2197792,86840327.0,10231558.0,92591244.68878856,3400000.0,0.0,0.0,3.2926156389165766,0.4854760287304545,0.195,5200000.0,10283835.749098457,0.0,1334548.1265812032,0.0,623987.5100554352,0.0,686930.7320179181,0.0
7,2027.0,268582196.3247114,375407005.65044755,259710600.97072875,88493481.97783892,31740254.69624226,255173268.97636634,130016901.65063019,10231558.0,106598055.34976804,4700000.0,0.0,0.0,4.144668327483897,0.504772854116036,0.195,8100000.0,7964321.823190972,0.0,1134027.5067597346,0.0,2615733.435854985,0.0,902556.3151533984,20311731.34936981
8,2028.0,298611876.962702,436346362.8919522,290134865.77085,92035426.2831076,32897387.701218255,311413548.9076264,155347504.97837612,10231558.0,131079328.87949166,4000000.0,0.0,0.0,4.5019655217634424,0.5165435797094903,0.195,8100000.0,11892786.832370717,0.0,3239381.409239876,0.0,753978.9855793172,0.0,49698.746542904184,39692341.3709937
9,2029.0,241803467.2168023,390953991.6845901,233338101.92860234,95694254.75045013,34092706.09535845,261167030.8387815,100284948.3709937,10231558.0,145647237.20607692,2600000.0,0.0,0.0,3.6962512189671326,0.5421839560879195,0.195,1500000.0,9381970.697228998,0.0,2586681.8526817826,0.0,1872645.7201149873,0.0,602926.5810661361,0.0
10,2030.0,204478408.55372027,325566998.2771198,195834995.2095485,99473824.55721498,35327469.99650528,190765703.72339955,56145556.0,10231558.0,120452679.37505963,4900000.0,0.0,0.0,3.173120882875029,0.5668089429731479,0.195,3300000.0,6707476.787806842,0.0,2571846.904704798,0.0,3107328.7499802127,0.0,726294.2991663171,0.0
11,2031.0,168011263.27399302,275830185.3847203,169006458.594484,103378120.16760306,36602981.106389955,135849084.1107273,22730162.0,0.0,101180649.31084071,4600000.0,0.0,0.0,2.582591767538095,0.5719469531543148,0.195,5300000.0,2732722.753102759,0.0,2910354.7262928137,0.0,894323.1881464191,0.0,173000.71939578388,0.0
