,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,1.9215529939743334,2.815676483619905,3.038604297336604,3.106563782724475,3.0983519882226416,2.6539498237237154,2.2867998226984985,2.236320153516015,2.7656784521561426,3.7490687545980284,6.847904277985696,3.6656419704576493,3.546973842758718,3.048019482446532,3.041105963540414,2.475498903755426,2.3832534753860393,3.4435411280822086,3.6588744065209977
1,1.899498592175906,2.828898183057043,3.037124833274248,3.0600713444379837,3.1189148816367,2.6910222163556443,2.339248250059267,2.18148670993841,2.712224131505835,3.666298669011273,6.835600432603845,3.7220635016868306,3.488054913223006,3.0162904710469562,3.093486633075475,2.4727514450284533,2.38243201580433,3.568822237270136,3.644436504145252
2,1.9085912247681693,2.7902731215435534,3.0130608719366982,3.0290765470088705,3.0801371023971034,2.7219544293203652,2.332451492810416,2.2458194395500928,2.687002175587141,3.7858536921849724,6.859084384587811,3.670764030671989,3.489601364803215,3.0834038302475757,3.084603324287998,2.491885979302029,2.3847771702465543,3.518192332787932,3.7688732813586743
3,1.91550544365278,2.814903412265496,3.029393543975714,3.040913080435095,3.0751673932295502,2.7005891710553915,2.320130606451423,2.239021395197304,2.6876942105678423,3.741364246795055,6.819837467068902,3.7536446633632883,3.4663762467517634,3.0218229146846376,3.109052030980048,2.5200885774805366,2.4013422816911136,3.518018828546934,3.6153339949343417
4,1.9072802085288778,2.808505657001844,3.0184706214832384,3.022619378703877,3.180688643010929,2.6729415173251967,2.407219087375661,2.235840109474012,2.6698952130007636,3.7652480282556833,7.0228315964615105,3.7945607316317176,3.5220337853322845,3.104557421480958,3.1068612021738,2.4864292924642184,2.4265561628769308,3.5679254965203686,3.6885331696848174
5,1.906980467213925,2.791062147492924,3.089539831377632,3.0794088910719206,3.1807724775721966,2.717709877269691,2.305782258654926,2.211378655286923,2.725320315915345,3.675514188535682,7.05761051969344,3.7484702089569257,3.574076016892272,3.071987885682861,3.116183557873392,2.513868391852581,2.4258061279854712,3.532410386574382,3.6697129568917934
6,1.9219509554508634,2.8312680261922996,2.99986787255599,2.972885013338388,3.105718825207185,2.6880133598572025,2.3703245953109904,2.2213852583280915,2.636986090406838,3.7016512426778228,6.960032051085606,3.710526907817526,3.5414820273229806,3.0687098180292014,3.111084982130944,2.493491850688316,2.4381360533515877,3.5596110820397424,3.644040235898695
7,1.9042747732030019,2.8080985844556245,3.037669118000995,3.0365479881144406,3.090957998262986,2.6630479805527245,2.311426734407988,2.17681774420148,2.688433691605664,3.6834670910085587,7.132818629507732,3.758033621532988,3.5413738852077477,3.0187160241575652,3.0389582820707046,2.4931311738527167,2.415162460303577,3.5422435017362974,3.6522203304934164
8,1.902673057687408,2.803530729374348,3.0222718581522448,3.1104694639590416,3.134469670398557,2.6859823267995857,2.364103517015086,2.23505366812607,2.698174624835155,3.8243624165757777,6.978970504341076,3.6890127061982008,3.5978438303675873,3.059000832957569,3.009530796393706,2.4328253506467274,2.380515506704084,3.516135349027584,3.670788101076653
9,1.9024796741488437,2.8040594153492027,3.0487091277421756,3.034907415685076,3.1236216252453644,2.727501885648697,2.3527144497614634,2.23316024434731,2.634213735766161,3.832603714339838,7.17551500598344,3.7341175283978663,3.462999901218122,3.0839986657024454,3.033168944441764,2.4592352530536727,2.415092120063773,3.541566836921095,3.6150490770845476
