,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.328185959884416,1.906980467213925,0.0,0.0,0.0,0.0,4233325.0,956097.7763940213,3000000.0,0.0,0.0,104353029.75201811,152115106.99999997,24227882.802702263,0.0,0.0
1,2022.0,2.095513431658309,2.791062147492924,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,167447527.72914314,158321385.157,25882805.03648,0.0,0.0
2,2023.0,2.1888017341860624,3.089539831377632,0.0,0.0,0.0,0.0,8196480.955774537,8196480.955774537,4600000.0,0.0,0.0,161307666.1638966,149441899.78710103,28504047.081496187,0.0,0.0
3,2024.0,2.202587131718987,3.0794088910719206,0.0,0.0,0.0,0.0,8143830.879822363,900000.0,3500000.0,0.0,0.0,161047894.42204872,152469717.07707536,29429948.55760982,0.0,0.0
4,2025.0,2.210085488279606,3.1807724775721966,0.0,0.0,0.0,0.0,8104076.225895612,5550000.0,4200000.0,0.0,0.0,164872730.9076813,154527889.31061885,30787778.145859934,0.0,0.0
5,2026.0,2.023703660048492,2.717709877269691,0.0,0.0,0.0,0.0,8413967.97874835,6450000.0,3800000.0,0.0,0.0,200668299.4346101,182136572.87786925,30126090.614094347,0.0,0.0
6,2027.0,1.8775115873361816,2.305782258654926,0.0,0.0,0.0,0.0,9202218.878314786,5700000.0,3500000.0,0.0,0.0,262066770.55943537,228125104.89786285,33456977.59063929,0.0,0.0
7,2028.0,1.8240840331697017,2.211378655286923,0.0,0.0,1.0,0.0,11249969.942647047,11249969.942647047,4300000.0,1632552.4111501276,0.0,307379464.79279166,258170122.37484407,33843489.27840479,0.0,0.0
8,2029.0,2.010101107666903,2.725320315915345,0.0,0.0,1.0,0.0,13344871.78978077,13344871.78978077,3100000.0,4170007.7073777094,0.0,232533491.34272996,206271964.73868978,33830341.942727,0.0,0.0
9,2030.0,2.3196120195041106,3.675514188535682,0.0,0.0,0.0,0.0,11834182.064299202,300000.0,3900000.0,0.0,0.0,160191269.01449242,165850938.55721498,36558023.439168,0.0,0.0
10,2031.0,3.2096285235515927,7.05761051969344,0.0,0.0,0.0,0.0,9713585.140748868,1050000.0,3300000.0,0.0,0.0,112858308.2129749,126108282.16760306,37423095.55095296,0.0,0.0
11,2032.0,2.4589037687954325,3.7484702089569257,0.0,0.0,0.0,0.0,8218518.377437806,8218518.377437806,4700000.0,0.0,0.0,166395454.01302594,164802328.3609651,38525017.11164071,0.0,0.0
12,2033.0,2.369726672106927,3.574076016892272,0.0,0.0,0.0,0.0,9114898.840094855,2550000.0,3700000.0,0.0,0.0,186110228.20224968,177911216.25955847,39498186.66247385,0.0,0.0
13,2034.0,2.1558450425498505,3.071987885682861,0.0,0.0,0.0,0.0,9852888.693944713,7050000.0,3900000.0,0.0,0.0,216360718.38556376,203674707.77780554,41640599.04355695,0.0,0.0
14,2035.0,2.2043809884931913,3.116183557873392,0.0,0.0,0.0,0.0,11339654.492105484,150000.0,2700000.0,0.0,0.0,224605339.499591,210284079.9411546,43434765.33980989,0.0,0.0
15,2036.0,1.9498727851158049,2.513868391852581,0.0,0.0,0.0,0.0,11691805.705401858,11691805.705401858,4000000.0,0.0,0.0,317161590.9170923,274135963.49689436,43136300.56334535,0.0,0.0
16,2037.0,1.889352302701341,2.4258061279854712,0.0,0.0,0.0,0.0,14098694.979956914,1200000.0,2800000.0,0.0,0.0,349780420.4882089,298555469.8549733,44710673.72953292,0.0,0.0
17,2038.0,2.247342580284901,3.532410386574382,0.0,0.0,0.0,0.0,15443158.190608634,15443158.190608634,4600000.0,0.0,0.0,216499238.62171412,213626045.19186905,48279647.108877115,0.0,0.0
18,2039.0,2.400246188302344,3.6697129568917934,0.0,0.0,0.0,0.0,13781420.660437517,9000000.0,3900000.0,0.0,0.0,217079536.09644127,216401610.72288227,49839101.29106548,0.0,0.0
