,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.3400244126122678,1.9215529939743334,0.0,0.0,0.0,0.0,4233325.0,983528.157790261,3000000.0,0.0,0.0,105374474.11115788,152115106.99999997,24227882.802702263,0.0,0.0
1,2022.0,2.1425600325055023,2.815676483619905,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,169198927.34076136,158321385.157,25882805.03648,0.0,0.0
2,2023.0,2.24625382692097,3.038604297336604,0.0,0.0,0.0,0.0,8052201.322347811,4350000.0,2700000.0,0.0,0.0,158029913.28229573,149441899.78710103,29134070.960287407,0.0,0.0
3,2024.0,2.1973976973735727,3.106563782724475,0.0,0.0,0.0,0.0,8129257.410085625,8129257.410085625,2900000.0,0.0,0.0,163153708.62312925,152469717.07707536,29954405.195162863,0.0,0.0
4,2025.0,2.24167336073263,3.0983519882226416,0.0,0.0,0.0,0.0,8416088.842837732,900000.0,2600000.0,0.0,0.0,160187348.8878218,154527889.31061885,30315082.067458,0.0,0.0
5,2026.0,2.02509427949779,2.6539498237237154,0.0,0.0,0.0,0.0,8180612.408502506,7950000.0,3200000.0,0.0,0.0,196424390.280717,182136572.87786925,30798482.694465388,0.0,0.0
6,2027.0,1.8484487233025406,2.2867998226984985,0.0,0.0,0.0,0.0,9434524.25532286,4500000.0,3200000.0,0.0,0.0,266531638.29174662,230941384.42164552,33886981.90913014,0.0,0.0
7,2028.0,1.8328409421762466,2.236320153516015,0.0,0.0,1.0,0.0,11462513.845949825,1350000.0,3200000.0,2154223.582399048,0.0,316263573.041895,260409644.46813995,33320407.026104685,0.0,0.0
8,2029.0,2.0039850766976213,2.7656784521561426,0.0,0.0,1.0,0.0,11401481.719463289,5250000.0,4700000.0,3130109.8096771687,0.0,222772782.23213854,201216163.12161124,34997705.31350872,0.0,0.0
9,2030.0,2.3093400165972637,3.7490687545980284,0.0,0.0,0.0,0.0,11793106.437671695,7350000.0,4600000.0,0.0,0.0,165594533.29528892,165850938.55721498,35919315.76474058,0.0,0.0
10,2031.0,3.3563292287347495,6.847904277985696,0.0,0.0,0.0,0.0,9635703.78672738,750000.0,2600000.0,0.0,0.0,110045416.69824326,126108282.16760306,37613980.02432371,0.0,0.0
11,2032.0,2.4262742638222266,3.6656419704576493,0.0,0.0,0.0,0.0,8238695.480703495,1200000.0,4400000.0,0.0,0.0,163500837.90419406,164802328.3609651,38815794.72147331,0.0,0.0
12,2033.0,2.3291300326521642,3.546973842758718,0.0,0.0,0.0,0.0,9006798.161625559,1200000.0,4600000.0,0.0,0.0,186229290.27131793,177911216.25955847,40295851.72588277,0.0,0.0
13,2034.0,2.143604486133125,3.048019482446532,0.0,0.0,0.0,0.0,9946385.380593888,1500000.0,4800000.0,0.0,0.0,216765144.84600428,203674707.77780554,41119695.09675,0.0,0.0
14,2035.0,2.156862971689146,3.041105963540414,0.0,0.0,0.0,0.0,11040476.143946413,11040476.143946413,3300000.0,0.0,0.0,221819314.08294332,210284079.9411546,44154932.69744784,0.0,0.0
15,2036.0,1.9360402699754966,2.475498903755426,0.0,0.0,0.0,0.0,12150777.818942608,6600000.0,4300000.0,0.0,0.0,314593129.4962646,274135963.49689436,43398723.95778382,0.0,0.0
16,2037.0,1.8848400783115034,2.3832534753860393,0.0,0.0,0.0,0.0,14027195.535902947,11550000.0,3700000.0,0.0,0.0,345453026.5610324,298555469.8549733,46569730.55702683,0.0,0.0
17,2038.0,2.249710318902505,3.4435411280822086,0.0,0.0,0.0,0.0,16065713.402935676,13500000.0,4500000.0,0.0,0.0,213341529.96386927,213626045.19186905,49301087.01082489,0.0,0.0
18,2039.0,2.4090000140557786,3.6588744065209977,0.0,0.0,0.0,0.0,13890224.994207297,8850000.0,3700000.0,0.0,0.0,219714350.35023063,216401610.72288227,49199254.2965659,0.0,0.0
