,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.3331899906450562,1.902673057687408,0.0,0.0,0.0,0.0,4233325.0,877579.6906976139,3000000.0,0.0,0.0,104051106.87785195,152115106.99999997,24227882.802702263,0.0,0.0
1,2022.0,2.0952698691471396,2.803530729374348,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,168334712.7156445,158321385.157,25882805.03648,0.0,0.0
2,2023.0,2.1587536570532837,3.0222718581522448,0.0,0.0,0.0,0.0,8213960.034497017,8213960.034497017,3900000.0,0.0,0.0,157674728.63466105,149441899.78710103,28893270.692237623,0.0,0.0
3,2024.0,2.1747065553921483,3.1104694639590416,0.0,0.0,0.0,0.0,8197693.68119045,2700000.0,3400000.0,0.0,0.0,163425613.10269842,152469717.07707536,29543052.66059225,0.0,0.0
4,2025.0,2.170313272200927,3.134469670398557,0.0,0.0,0.0,0.0,8186868.142138812,8100000.0,4800000.0,0.0,0.0,162111351.41052788,154527889.31061885,30462127.38849803,0.0,0.0
5,2026.0,2.0275231176485313,2.6859823267995857,0.0,0.0,0.0,0.0,8398766.060089687,7800000.0,3400000.0,0.0,0.0,198084728.80050746,182136572.87786925,30994858.33115825,0.0,0.0
6,2027.0,1.8832037900271457,2.364103517015086,0.0,0.0,0.0,0.0,9415230.579470854,9415230.579470854,4700000.0,0.0,0.0,271523262.59675455,228741941.62846914,32986891.89936964,0.0,0.0
7,2028.0,1.830009285660414,2.23505366812607,0.0,0.0,1.0,0.0,11262210.169513427,11262210.169513427,4000000.0,2461663.3271487355,0.0,310794494.45566607,257614489.26148373,33292180.00232516,0.0,0.0
8,2029.0,1.9875577978342054,2.698174624835155,0.0,0.0,1.0,0.0,13090390.886758566,2250000.0,2600000.0,4431081.655545369,0.0,230139669.12967035,206210761.1214439,34422572.628675364,0.0,0.0
9,2030.0,2.398309154078048,3.8243624165757777,0.0,0.0,0.0,0.0,11728619.750537703,4950000.0,4900000.0,0.0,0.0,168595693.4648942,165850938.55721498,36329010.064466424,0.0,0.0
10,2031.0,3.0388922204532647,6.978970504341076,0.0,0.0,0.0,0.0,9767009.948313594,7950000.0,4600000.0,0.0,0.0,111234642.95810413,126108282.16760306,36813440.07854611,0.0,0.0
11,2032.0,2.4341509714575635,3.6890127061982008,0.0,0.0,0.0,0.0,8274905.5615416095,3450000.0,2700000.0,0.0,0.0,162868952.6606974,164802328.3609651,37664622.13189064,0.0,0.0
12,2033.0,2.340785804492064,3.5978438303675873,0.0,0.0,0.0,0.0,8826207.405000653,5100000.0,4900000.0,0.0,0.0,187612163.5832809,177911216.25955847,39530356.213155665,0.0,0.0
13,2034.0,2.1577920568185283,3.059000832957569,0.0,0.0,0.0,0.0,9815021.077887226,2400000.0,3000000.0,0.0,0.0,216491543.37465218,203674707.77780554,41880417.29772279,0.0,0.0
14,2035.0,2.1472126031031746,3.009530796393706,0.0,0.0,0.0,0.0,11233421.872845044,5400000.0,2800000.0,0.0,0.0,217196056.3016832,210284079.9411546,44583140.79266248,0.0,0.0
15,2036.0,1.9032177915221653,2.4328253506467274,0.0,0.0,0.0,0.0,11951762.420835817,11951762.420835817,3800000.0,0.0,0.0,308504836.3448713,274135963.49689436,44188542.39370687,0.0,0.0
16,2037.0,1.8780872415386678,2.380515506704084,0.0,0.0,0.0,0.0,14411190.800712999,14411190.800712999,4900000.0,0.0,0.0,345065563.5506427,298555469.8549733,44569839.73278938,0.0,0.0
17,2038.0,2.2554682619386517,3.516135349027584,0.0,0.0,0.0,0.0,15635623.857728919,9150000.0,3800000.0,0.0,0.0,219181665.55436808,213626045.19186905,49525181.629049756,0.0,0.0
18,2039.0,2.4773380466025983,3.670788101076653,0.0,0.0,0.0,0.0,13733283.89726304,11250000.0,2600000.0,0.0,0.0,221920314.96208638,216401610.72288227,49180702.745752156,0.0,0.0
