,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.3415279217629266,1.899498592175906,0.0,0.0,0.0,0.0,4233325.0,1009201.3230618287,3000000.0,0.0,0.0,103828596.40020321,152115106.99999997,24227882.802702263,0.0,0.0
1,2022.0,2.1194572809205807,2.828898183057043,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,170139699.38269967,158321385.157,25882805.03648,0.0,0.0
2,2023.0,2.2219021027150188,3.037124833274248,0.0,0.0,0.0,0.0,8009878.195852955,3000000.0,2700000.0,0.0,0.0,158336744.96984962,149441899.78710103,29826597.453485977,0.0,0.0
3,2024.0,2.152124288372546,3.0600713444379837,0.0,0.0,0.0,0.0,8252953.723161567,2400000.0,4300000.0,0.0,0.0,160425542.6307741,152469717.07707536,29921945.390127826,0.0,0.0
4,2025.0,2.1880289566871367,3.1189148816367,0.0,0.0,0.0,0.0,8287959.311715197,8287959.311715197,3200000.0,0.0,0.0,161047992.0214825,154527889.31061885,30225275.516316514,0.0,0.0
5,2026.0,2.011173931981386,2.6910222163556443,0.0,0.0,0.0,0.0,8389399.390680324,6300000.0,3400000.0,0.0,0.0,198407518.76375547,182136572.87786925,30971880.702015802,0.0,0.0
6,2027.0,1.8944103249117699,2.339248250059267,0.0,0.0,0.0,0.0,9384979.104943547,8250000.0,4800000.0,0.0,0.0,268196498.2555101,228823976.8318193,33479580.813846875,0.0,0.0
7,2028.0,1.8134166135077636,2.18148670993841,0.0,0.0,1.0,0.0,11379932.556218293,5850000.0,2800000.0,1262704.0971311852,0.0,302982604.5069855,258492970.16440552,33750311.61899633,0.0,0.0
8,2029.0,2.0057990625292708,2.712224131505835,0.0,0.0,1.0,0.0,13078831.572374087,13078831.572374087,2600000.0,4614179.26380831,0.0,229477627.82025912,205250245.01517186,34835999.601349115,0.0,0.0
9,2030.0,2.351966343383917,3.666298669011273,0.0,0.0,0.0,0.0,12070423.596651526,8700000.0,3600000.0,0.0,0.0,160306597.87111536,165850938.55721498,35597993.07164064,0.0,0.0
10,2031.0,3.3545387701641487,6.835600432603845,0.0,0.0,0.0,0.0,9672913.724068513,9000000.0,2700000.0,0.0,0.0,108858603.68576705,126108282.16760306,37058608.53469674,0.0,0.0
11,2032.0,2.4412324791223083,3.7220635016868306,0.0,0.0,0.0,0.0,8325040.514879635,600000.0,2800000.0,0.0,0.0,165661662.3670529,164802328.3609651,38972935.190895654,0.0,0.0
12,2033.0,2.3028090279003024,3.488054913223006,0.0,0.0,0.0,0.0,9017024.733778726,7650000.0,4099999.9999999995,0.0,0.0,181186078.2453998,177911216.25955847,40540024.54271346,0.0,0.0
13,2034.0,2.1353863595437375,3.0162904710469562,0.0,0.0,0.0,0.0,10110429.034402872,10110429.034402872,4300000.0,0.0,0.0,213119686.4626753,203674707.77780554,41243802.44644661,0.0,0.0
14,2035.0,2.1757387706086897,3.093486633075475,0.0,0.0,0.0,0.0,11391576.328080853,8850000.0,3400000.0,0.0,0.0,223994699.66023183,210284079.9411546,43751827.22883622,0.0,0.0
15,2036.0,1.9177148210977077,2.4727514450284533,0.0,0.0,0.0,0.0,11889704.488819784,4650000.0,2900000.0,0.0,0.0,313092502.75286293,274135963.49689436,44467943.24765847,0.0,0.0
16,2037.0,1.858009548058433,2.38243201580433,0.0,0.0,0.0,0.0,14278049.65293916,5400000.0,5000000.0,0.0,0.0,343568381.4845474,298555469.8549733,46577241.939633615,0.0,0.0
17,2038.0,2.244356379751649,3.568822237270136,0.0,0.0,0.0,0.0,16025480.280919692,1800000.0,5000000.0,0.0,0.0,220370129.97906166,213626045.19186905,49246815.28475556,0.0,0.0
18,2039.0,2.3455126635779453,3.644436504145252,0.0,0.0,0.0,0.0,13598212.976282777,12900000.0,2800000.0,0.0,0.0,216290137.02937967,216401610.72288227,51088335.714729525,0.0,0.0
