,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,2.5890340000000003,2.6149243400000004,2.6410735834000003,2.6674843192340005,2.6941591624263403,2.7211007540506036,2.7483117615911095,2.7757948792070204,2.7896738536030554,2.817570592139086,2.845746298060477,2.8742037610410818,2.902945798651493,2.9319752566380077,2.9612950092043877,2.9909079592964316,3.020817038889396
