,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,2.6514162892309545,3.291976778516199,4.072076163721042,5.04906295431922,6.496736068416623,8.162593193688789,10.859444957255224,12.236066080744887,15.314922318233558,20.560754568045773,27.853115206954598,37.343311107319884,51.5895684553913,67.61743115875582,96.04284563087796,124.8616164247355,168.78514188714377
