,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,5.020341702051708,8.183540457538538,13.698297724541883,23.72004794804174,42.99673296607667,74.95469054114463,133.40012290905682,242.9537227618456,451.7837574458159,821.7575061344454,1508.4833837777858,2754.52905276423,5233.330763457627,9287.760064603091,17461.3890292597,30747.04328555108,56256.34392326967
