,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.2086380603078664,7.435886063227439,17.122215719396088,18.057583286785956,19.399817711032977,19.699860683490268,19.88346741264548,19.926332234201997,20.08788301429981,30.559156369016257,591.3241357276875,419.03944111190384,650.6356174080925,877.0359981665271,1521.7236598222696,1639.18073716789,2590.8369650144546,9910.76948238043,18187.402301935792
