,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,2.72674739289142,2.82680997258986,2.8532956134678975,3.2312051632719143,3.37466360042833,3.4470767504072004,3.697666296039534,3.7085215341701194,2.7353215769243593,2.8528370925405384,3.0767342015039976,3.4471773124376863,3.738623664191078,4.0966146275557085,4.405128859906636,4.418657857785028,3.830609235886544
