,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,3.369425306284519,4.218538648514535,5.3208544192140295,7.145650524688625,10.100076843203516,12.779088727592821,15.144851045469734,20.62756800340362,27.462704772178363,37.6560072177605,52.260311109128374,72.45347258776317,102.92125123261471,137.6378351158555,196.262908003626,260.92057583702945,365.6869005564458
