,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,3.511413316958704,5.687033996123854,8.447335437280042,13.581644247852415,22.82346341198146,36.484090914305725,58.85117324348259,98.1957674393331,167.12424647897592,279.02112315041126,469.88554671856787,787.5817582214564,1373.9823960334315,2240.8235098921396,3872.8623268529304,6271.891850592261,10560.960196941032
