,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,4.252123450608326,6.894113237339547,11.636198591045492,20.003351434239356,36.39294102399519,62.50952461175434,111.75730012736656,204.24217111702518,379.06118600094976,683.3067219425968,1272.2043511768495,2281.277748321481,4324.639664373774,7709.8152126321675,14525.40844356321,25480.26256919193,47081.052677851505
