,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,1.3790418729677298,1.3488784882057887,1.5347890730464633,1.7292225139203141,1.9668112478642203,2.0604899470634552,1.9248089925225165,1.9659285622742613,3.514595439496668,4.3395593179139,7.30544731589018,5.822163352430671,5.890285648145078,6.810048744557464,6.826140876758339,6.93694231596857,7.3411055197568285,9.267974132221315,8.984315348885731
