,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9099668600014431,2.4506686897564105,0.0,0.0,1.0,1.0,4233325.0,4233325.0,84985862.16955586,20755626.16711694,0.0,142462225.0327955,152115106.99999997,24045299.753371693,1.0,18125967.86621473
1,2022.0,3.019197524538286,3.2594848023264764,0.0,0.0,1.0,1.0,0.0,0.0,409232.7195316106,45180798.81386742,0.0,146191202.0817693,146347921.36334568,26878161.07698,0.0,0.0
2,2023.0,4.024440869668623,4.628620847599832,0.0,0.0,1.0,0.0,0.0,0.0,3900000.0,28313960.34425465,0.0,268317078.60501876,279984685.71083003,40330431.9437187,1.0,34827970.606043465
3,2024.0,4.089947633475933,4.624709641532874,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391162,93539827.78154331,0.0,398887209.8462704,453298398.9803666,59811541.377873704,1.0,70734720.05506359
4,2025.0,7.704506733392494,9.591785054548822,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391192,145696390.32202882,0.0,572898328.6758606,675975675.1750325,89863738.9713207,1.0,9044796.436683133
5,2026.0,9.190603130307238,11.160500918545612,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391013,216130285.1483354,0.0,924724205.1001469,1124348803.6731923,135634628.9110971,1.0,81483270.024423
6,2027.0,8.564515862279393,10.813276369983498,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391132,353153353.6012202,0.0,1558490770.0715103,1909858639.050986,210923125.0809032,1.0,215777201.4617262
7,2028.0,11.095642727246235,15.006077756820956,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391132,597527550.8747838,0.0,2513829180.3334274,3163532164.323224,305918583.36755604,1.0,273131873.8299261
8,2029.0,31.623093122325653,67.98744307387574,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268391132,981630488.5851173,0.0,3937913283.5276966,5142290859.582083,455592721.8987266,1.0,238962537.23851085
9,2030.0,37.28674150963634,120.90105298353866,0.0,0.0,1.0,1.0,0.0,0.0,6186474.2683906555,1577233533.9895496,0.0,6488690903.353048,8701090075.76489,651698561.3388132,1.0,645978762.8510315
10,2031.0,49.64404163691271,500.6796905656731,0.0,0.0,1.0,1.0,0.0,0.0,6186474.268392563,2632102732.637373,0.0,10897558043.861338,14724029738.99947,1031051616.5417374,1.0,1232129598.634262
11,2032.0,44.45364212520406,331.7692158327226,0.0,0.0,1.0,0.0,0.0,0.0,4200000.0,4442755995.112585,0.0,18238862570.888844,25087326504.153088,1491260750.184237,1.0,2281134125.91144
12,2033.0,47.47572703842172,482.4746182597902,0.0,0.0,1.0,0.0,0.0,0.0,4500000.0,7496976785.961992,0.0,30654733141.16091,42681235043.726814,2240720432.7671533,1.0,4006628520.451234
13,2034.0,48.824617169219685,615.4417940329646,0.0,0.0,1.0,1.0,0.0,0.0,7.62939453125e-06,12655602911.403324,0.0,51755294807.01738,72641888086.14113,3244226829.1875963,1.0,6921733484.538004
14,2035.0,54.37208567126405,1020.0974750197169,0.0,0.0,1.0,0.0,0.0,0.0,2500000.0,21417963596.730385,0.0,87922317214.81323,123616871313.39746,5200236544.6778965,1.0,12053048753.375011
15,2036.0,49.88683887899243,1024.4954795672156,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,36408535637.20746,0.0,146370754697.61066,210459642721.531,7295019469.885083,1.0,20843363785.084354
16,2037.0,47.64857824771502,1538.7627568834357,0.0,0.0,1.0,0.0,0.0,0.0,2900000.0,61161005016.877075,0.0,248843753725.1917,358232140425.5524,11845542841.63901,1.0,37941527724.816216
17,2038.0,61.15042373890257,5562.453936062343,0.0,0.0,1.0,0.0,0.0,0.0,3700000.0,104113439876.18854,0.0,421198661462.9237,609698118353.9736,17016401695.02565,1.0,62599165982.56865
18,2039.0,61.18862376853548,9654.171462078408,0.0,0.0,1.0,0.0,0.0,0.0,3200000.0,176136788681.42776,0.0,709632008425.1794,1037980879268.6565,23870618493.50061,1.0,109118113379.22919
