,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,3.618989494402435,4.596336711259896,6.00523405493617,8.03287802176108,11.500575121954292,15.441659501281647,18.548276385367007,25.272921693418432,34.60099354350973,48.441126072659415,67.20908568818494,93.00574504263352,130.60412496802263,175.48360403792861,253.1222858140523,333.5570880303346,466.26086451859265
