,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9313811382286614,1.4130482714931125,0.0,0.0,0.0,0.0,4233325.0,1510982.6225382993,3000000.0,0.0,0.0,69731425.45431478,152115106.99999997,24045299.753371693,0.0,0.0
1,2022.0,0.7180450226180084,1.2001862262263476,0.0,0.0,0.0,0.0,4406502.791776425,442492.27617028635,1400000.0,0.0,0.0,54250915.14267287,158321385.15699998,26878161.07698,0.0,0.0
2,2023.0,0.8506013552437512,1.580498868450831,0.0,0.0,0.0,0.0,4639207.866502593,4639207.866502593,5000000.0,0.0,0.0,66656116.43927528,149441899.78710097,28659906.877291303,0.0,0.0
3,2024.0,0.8680130335823184,1.5864848470417128,0.0,0.0,0.0,0.0,4453788.291609807,4453788.291609807,5000000.0,0.0,0.0,66397475.72789661,152469717.0770753,28926987.902635574,0.0,0.0
4,2025.0,0.8896670831405606,1.634651589489321,0.0,0.0,0.0,0.0,4534917.624492771,4534917.624492771,4500000.0,0.0,0.0,67000383.258310735,154527889.31061882,30656365.62158203,0.0,0.0
5,2026.0,0.9486472616710984,1.5209449868541542,0.0,0.0,0.0,0.0,4634418.190266529,1490463.5996250212,4750000.0,0.0,0.0,86811650.6451439,175445113.47786918,30513608.342886765,0.0,0.0
6,2027.0,0.9879285267446187,1.4788073296832638,0.0,0.0,0.0,0.0,5150138.0455189,5150138.0455189,4000000.0,0.0,0.0,97897021.07094696,188935437.89780104,32435184.191294886,0.0,0.0
7,2028.0,0.9772784218289977,1.4623362288136925,0.0,0.0,0.0,0.0,5545076.6469305195,5545076.6469305195,5000000.0,0.0,0.0,104511936.74641275,198540819.28133312,32567716.933209263,0.0,0.0
8,2029.0,0.986793303965534,1.4534560558250293,0.0,0.0,0.0,0.0,5787993.534072184,5787993.534072184,5000000.0,0.0,0.0,109373637.1900916,206005442.43517804,33862661.04663826,0.0,0.0
9,2030.0,0.9911401876574868,1.4591570953292012,0.0,0.0,0.0,0.0,6003283.837045408,6003283.837045408,5000000.0,0.0,0.0,113902865.94430535,213306100.4799964,34291232.46854155,0.0,0.0
10,2031.0,0.9721782931870637,2.4640114232340404,0.0,0.0,0.0,0.0,6194101.448713451,6194101.448713451,5000000.0,0.0,0.0,41694467.733443536,134214239.14982256,36762146.85504291,0.0,0.0
11,2032.0,0.688235403442892,1.7946195464659456,0.0,0.0,0.0,0.0,4276749.650121637,4276749.650121637,3000000.0,0.0,0.0,39109288.418023646,149781597.6476952,37133109.35568823,0.0,0.0
12,2033.0,0.8244717264681586,1.9550355469239014,0.0,0.0,0.0,0.0,4673013.925084586,4673013.925084586,1400000.0,0.0,0.0,61788991.78306053,162110197.85606906,39284496.144763924,0.0,0.0
13,2034.0,0.8221645818478833,1.7344221020916621,0.0,0.0,0.0,0.0,5039693.600020826,5039693.600020826,5000000.0,0.0,0.0,85157843.35849673,187067652.19031936,38506744.8717196,0.0,0.0
14,2035.0,0.8984129848720633,1.7274023829889642,0.0,0.0,0.0,0.0,5641846.176550975,5641846.176550975,5000000.0,0.0,0.0,85337884.1071116,192844387.94259992,42925131.63021821,0.0,0.0
15,2036.0,1.0051326188109162,1.5955255960244168,0.0,0.0,0.0,0.0,5894822.989320453,2700000.0,4500000.0,0.0,0.0,118897686.16367164,225123945.96842617,41731730.26962146,0.0,0.0
16,2037.0,1.035599475581584,1.610569042913846,0.0,0.0,0.0,0.0,6672781.280951192,6672781.280951192,4750000.0,0.0,0.0,131475932.63018829,237645255.3287405,45304408.27053085,0.0,0.0
17,2038.0,1.0166109287200913,1.5480782433973417,0.0,0.0,0.0,0.0,7080761.589981784,7080761.589981784,4000000.0,0.0,0.0,132037790.00031322,247551992.71785256,44891911.142797805,0.0,0.0
18,2039.0,1.0132698024574815,1.8371939897585319,0.0,0.0,0.0,0.0,7315046.346516258,7315046.346516258,5000000.0,0.0,0.0,94197250.5806911,213749441.47744548,44844668.16985115,0.0,0.0
