,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,2.8185464246590652,2.8237080513636843,2.8872701114978176,3.181157277935988,3.4009501470526895,3.5268458229598965,3.5920250874499895,3.8078136801692146,2.6631313020682277,2.8211981464835807,3.031555853103755,3.492057154764259,3.68762331739783,4.032194498851121,4.438980729982404,4.448658885105292,3.835513139372929
