,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9322550417883546,2.3291403178210106,0.0,0.0,0.0,1.0,4233325.0,4233325.0,72500390.34087819,0.0,0.0,133943834.77489507,152115106.99999997,24045299.753371693,0.0,0.0
1,2022.0,2.3881760353561905,2.734272149567837,0.0,0.0,0.0,1.0,0.0,0.0,360853.66539525986,0.0,0.0,174285454.94974762,151021792.51070338,26878161.07698,0.0,0.0
2,2023.0,4.516749071505734,5.165761921799899,0.0,0.0,0.0,0.0,0.0,0.0,4099999.9999999995,0.0,0.0,307344439.70908445,316375913.3498405,40457598.936297305,0.0,0.0
3,2024.0,6.744100171049425,7.746537990331918,0.0,0.0,1.0,1.0,0.0,0.0,5530074.062602222,32534813.111523736,0.0,486055872.86367345,521899710.01284724,55495149.644639604,0.0,0.0
4,2025.0,10.467995033415686,12.849598629278125,0.0,0.0,1.0,1.0,5483125.1574706435,5483125.1574706435,5530074.062602222,24216735.602308705,0.0,768422421.7543097,898969713.1919695,73253781.00401275,0.0,0.0
5,2026.0,13.13621645632225,16.246523051571955,0.0,0.0,1.0,1.0,37677310.92614126,37677310.92614126,8493658.71074009,40450984.789524026,0.0,1351229419.7570317,1619199966.8735187,92239920.20448865,0.0,0.0
6,2027.0,13.188357034774391,17.180146681333646,0.0,0.0,1.0,1.0,64665046.002619065,64665046.002619065,25894354.839904785,75530453.81807688,0.0,2482508881.4438972,2964506344.8010144,127058163.46127906,0.0,0.0
7,2028.0,18.270539052362214,25.757820115141943,0.0,0.0,1.0,1.0,117378140.18991643,117378140.18991643,40481006.62400341,140786132.77124673,0.0,4324768413.892676,5349821441.757347,168037868.98038802,0.0,0.0
8,2029.0,43.14510858449537,127.30352813838824,0.0,0.0,1.0,1.0,214744214.02445784,214744214.02445784,68972006.22784519,250095418.43302035,0.0,7396645662.851622,9584136515.799013,222020933.75968337,0.0,0.0
9,2030.0,50.25632065034831,251.062172628458,0.0,0.0,1.0,1.0,381815207.00951535,381815207.00951535,121597578.94021225,441620765.2885438,0.0,13528235383.779161,17588879774.130856,280629320.1816035,0.0,0.0
10,2031.0,66.2610459591478,1132.4867496063057,0.0,0.0,1.0,1.0,679576802.7996378,679576802.7996378,211898094.74825478,818351938.4454931,0.0,24731621888.066383,32296953739.92429,385695469.6031969,0.0,0.0
11,2032.0,65.7628476535794,825.6499279428259,0.0,0.0,1.0,1.0,1260507126.5365233,1260507126.5365233,367305746.66228104,1509541145.6377373,0.0,45553798952.014786,59502060303.279015,492680086.76794076,0.0,0.0
12,2033.0,69.13679060191535,1317.882322733878,0.0,0.0,1.0,1.0,2275474595.6714206,2275474595.6714206,681293871.9777603,2778732015.8370476,0.0,84074208379.51851,109554867074.81421,676265846.9723823,0.0,0.0
13,2034.0,70.59859232222581,1822.5900084033715,0.0,0.0,1.0,1.0,4294570342.265839,4294570342.265839,1229875551.8595276,5147882495.743753,0.0,153877243462.6351,201749578895.7114,834900261.4944489,0.0,0.0
14,2035.0,65.64703840112143,3274.121925347098,0.0,0.0,1.0,1.0,7750878220.680314,7750878220.680314,2321180416.4903564,9433825905.01561,0.0,283231246090.6447,371520974842.0261,1200839648.85009,0.0,0.0
15,2036.0,67.34625728370068,3641.9987979532016,0.0,0.0,1.0,1.0,14468691506.639914,14468691506.639914,4189286774.3674316,17291317643.182266,0.0,522685132585.074,684269562260.168,1484347141.026213,0.0,0.0
16,2037.0,66.76145248080178,5935.044685078171,0.0,0.0,1.0,1.0,26487406215.541008,26487406215.541008,7820210335.577759,31953121689.398994,0.0,964302252154.0338,1260215832370.024,2035905143.2045946,0.0,0.0
17,2038.0,69.59187337872363,23244.755667925216,0.0,0.0,1.0,1.0,48009175275.72537,48009175275.72537,14316228095.28833,59123813637.127075,0.0,1767637507938.5,2320895950988.896,2602124073.3961024,0.0,0.0
18,2039.0,68.24013516883548,43902.7204142885,0.0,0.0,1.0,1.0,88895829391.85841,88895829391.85841,25948569607.797363,108385027490.38168,0.0,3241255941077.92,4274671965871.9253,3297245900.925916,0.0,0.0
