,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,2.559,2.559,2.559,2.5634,3.3406328816783195,5.671598185472181,9.669859512823642,16.512679590227847,29.172785105134277,50.35232978257486,89.45610563524106,157.29203715145965,280.0305882525462,495.2609535359121,883.5751040969958,1567.8529884170248,2894.0921718689015,4989.999998402007,9113.071122991329,15586.368191803253,27699.024011273643
