,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.3790418729677298,1.8953949981787,0.0,0.0,0.0,0.0,4233325.0,0.0,3000000.0,0.0,0.0,103540959.73913808,152115106.99999997,24045299.753371693,0.0,0.0
1,2022.0,1.3488784882057887,1.8875951691615105,0.0,0.0,0.0,0.0,5484889.29,0.0,4800000.0,0.0,0.0,104847047.09635356,147550269.09697896,26878161.07698,0.0,0.0
2,2023.0,1.5347890730464633,2.140691903937751,0.0,0.0,0.0,0.0,6157699.638774162,2455871.935911886,3400000.0,0.0,0.0,104484850.23440182,192932405.97222722,49467358.080727905,0.0,0.0
3,2024.0,1.7292225139203141,2.3363576906595442,0.0,0.0,0.0,0.0,8742202.318329994,1354963.826710006,2500000.0,0.0,0.0,117796493.51917906,228668989.34249076,69345902.34450169,0.0,0.0
4,2025.0,1.9668112478642203,2.683402151680783,0.0,0.0,0.0,0.0,10370689.002182543,10370689.002182543,4000000.0,0.0,0.0,138169358.41472334,273691101.49448514,105009390.71616541,0.0,0.0
5,2026.0,2.0604899470634552,2.5408458147532604,0.0,0.0,0.0,1.0,13771060.64019275,13771060.64019275,1998856.4474551827,0.0,0.0,190833259.6509088,357313678.1343995,147388504.77652112,0.0,0.0
6,2027.0,1.9248089925225165,2.2623377736655996,0.0,0.0,0.0,1.0,18490901.47634372,18490901.47634372,1564289.4575379044,0.0,0.0,310185635.36578554,497543703.2432721,225920848.00485265,0.0,0.0
7,2028.0,1.9659285622742613,2.3130905794799235,0.0,0.0,1.0,1.0,26609494.530359764,26609494.530359764,1997761.3564453125,946988.8316658475,0.0,374170828.1183604,621201210.2935253,315402858.4373974,0.0,0.0
8,2029.0,3.514595439496668,5.127048522456444,0.0,0.0,1.0,1.0,34396700.116093665,29221791.59681143,3982931.6889547855,9765038.041388001,0.0,279641865.22544366,635446401.231213,460169468.78496104,0.0,0.0
9,2030.0,4.3395593179139,7.257811993034732,0.0,0.0,1.0,1.0,41872904.23833367,41872904.23833367,3661680.317085862,7306030.17627845,0.0,366430271.71906734,797047423.9399596,648863741.2743742,0.0,0.0
10,2031.0,7.30544731589018,21.517823057672476,0.0,0.0,1.0,1.0,55744975.30258244,55744975.30258244,2328237.1877260804,14007841.820122875,0.0,440335647.69666296,968167668.3373563,966663587.16464,0.0,0.0
11,2032.0,5.822163352430671,12.423991460514863,0.0,0.0,1.0,1.0,72792232.75779746,72792232.75779746,4421168.993621826,20889715.771468937,0.0,650083451.3493202,1280609268.1312425,1409555102.733649,0.0,0.0
12,2033.0,5.890285648145078,14.45428661165179,0.0,0.0,1.0,1.0,102860910.35396598,102860910.35396598,6575270.3730890155,31274199.174396977,0.0,874573761.2461427,1648834504.44471,1997386373.501244,0.0,0.0
13,2034.0,6.810048744557464,14.736531548738705,0.0,0.0,1.0,1.0,137612980.2473792,137612980.2473792,5800690.003266752,41959833.29780367,0.0,1177791073.313414,2134991704.4140804,2808553460.269382,0.0,0.0
14,2035.0,6.826140876758339,20.697478495985344,0.0,0.0,1.0,1.0,196411775.22174445,196411775.22174445,2761589.972106099,54237202.222766876,0.0,1702285655.213335,2738196716.001925,4377984224.576184,0.0,0.0
15,2036.0,6.93694231596857,16.40220648214223,0.0,0.0,1.0,1.0,268577898.09085226,268577898.09085226,8481808.842605352,91966943.56259125,0.0,2232671911.902173,3574845306.5338073,5984481316.233098,0.0,0.0
16,2037.0,7.3411055197568285,21.406555656940625,0.0,0.0,1.0,1.0,374537441.2837707,374537441.2837707,17902128.430252075,105602501.79587561,0.0,3306985719.167424,4599998839.952653,9253111005.993555,0.0,0.0
17,2038.0,9.267974132221315,58.66160414850645,0.0,0.0,1.0,1.0,520355036.3616063,520355036.3616063,21605804.76245475,176427672.84614187,0.0,4221910663.53664,5810657884.692123,12949153187.414095,0.0,0.0
18,2039.0,8.984315348885731,81.90089225595004,0.0,0.0,1.0,1.0,736322219.4107062,736322219.4107062,29308169.075359344,214433329.4469942,0.0,5690366172.402103,7490428519.217576,17968598200.626377,0.0,0.0
