,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,1.318819468235114,1.8982917081821575,0.0,0.0,0.0,0.0,4233325.0,929015.226154148,3000000.0,0.0,0.0,103744001.26664685,150734049.177746,24045299.753371693,0.0,0.0
1,2022.0,1.9671705992049902,2.6669566008424797,0.0,0.0,0.0,0.0,0.0,0.0,4700000.0,0.0,0.0,158616966.34077424,137412611.8661072,26878161.07698,0.0,0.0
2,2023.0,2.147295477734808,2.9800678729027776,0.0,0.0,0.0,0.0,8127718.368357433,8127718.368357433,3600000.0,0.0,0.0,154464383.674073,142387027.9661939,25282685.359573614,0.0,0.0
3,2024.0,2.117532953512953,2.9869920287165694,0.0,0.0,0.0,0.0,7716410.2791935345,7716410.2791935345,3900000.0,0.0,0.0,156060063.20151612,140851144.56065175,26267937.97418089,0.0,0.0
4,2025.0,2.1287190127996243,3.049952783592089,0.0,0.0,0.0,0.0,7917190.632100091,7917190.632100091,4700000.0,0.0,0.0,157692045.75653002,142340674.42531323,27282018.174357515,0.0,0.0
5,2026.0,1.7614943337239086,2.359447428244504,0.0,0.0,0.0,0.0,7905953.467112385,7905953.467112385,4200000.0,0.0,0.0,171393678.74333546,146144858.70043808,25045925.102260936,0.0,0.0
6,2027.0,1.346979743140498,1.8069882243561297,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,161425352.38604593,145592926.8480333,24228602.999301698,0.0,0.0
7,2028.0,1.649182611508328,2.1285595676976086,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,0.0,0.0,191985905.64813143,180217268.52487814,24637197.908661526,0.0,0.0
8,2029.0,1.718452962637243,2.158620810860398,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,223597353.3074065,200568850.74524304,23912778.230813757,0.0,0.0
9,2030.0,1.8851167003648632,2.4602295251293738,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,225248981.5569298,194893555.98621672,26310468.360982783,0.0,0.0
10,2031.0,3.197434756284442,6.605376622702993,0.0,0.0,0.0,0.0,3030889.133110583,0.0,2600000.0,0.0,0.0,112483804.28248078,126108282.16760305,43316775.70640378,0.0,0.0
11,2032.0,2.3181529010954263,3.40218269372718,0.0,0.0,0.0,0.0,8710398.958713135,8710398.958713135,4500000.0,0.0,0.0,157037183.024212,150027608.75526866,34700003.07834864,0.0,0.0
12,2033.0,2.132804583332156,3.1010826598175356,0.0,0.0,0.0,0.0,8743411.726899162,8743411.726899162,4000000.0,0.0,0.0,167037062.23027882,150630654.92414173,34206400.66511321,0.0,0.0
13,2034.0,1.7687797970603147,2.426249816894584,0.0,0.0,0.0,0.0,9515712.71223316,9515712.71223316,2600000.0,0.0,0.0,172920379.25044468,152399560.21312758,30333636.21928208,0.0,0.0
14,2035.0,1.5490615088489095,2.1950376302853547,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,156527085.72013313,148657011.45107868,32993223.591476444,0.0,0.0
15,2036.0,1.6449367038927065,2.180512978785796,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,205653767.3293175,206155070.21369633,30471872.956544694,0.0,0.0
16,2037.0,1.7850860888533653,2.253855109999384,0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,0.0,0.0,262182327.45306304,236912151.42823663,30945822.873908386,0.0,0.0
17,2038.0,1.7419953618334072,2.1990138972615854,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,0.0,0.0,282398490.6169796,248609802.1866952,29313749.247688126,0.0,0.0
18,2039.0,2.2250858428132942,3.1776721784861692,0.0,0.0,0.0,0.0,0.0,0.0,2600000.0,0.0,0.0,198725906.67681438,187493838.04597414,37109024.205471374,0.0,0.0
