,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9306021609616989,1.4122162279869355,0.0,0.0,0.0,0.0,4233325.0,1482550.2424664474,3000000.0,0.0,0.0,69673104.32991977,150734049.177746,24227882.802702263,0.0,0.0
1,2022.0,0.7087768123876488,1.1903448882541947,0.0,0.0,0.0,0.0,4376614.047453339,260358.77239818568,1400000.0,0.0,0.0,53550668.123483956,138658852.96531644,25882805.03648,0.0,0.0
2,2023.0,0.8446702066119066,1.5609540939194817,0.0,0.0,0.0,0.0,4121094.3510857783,4121094.3510857783,5000000.0,0.0,0.0,65608313.86166392,136089126.3864709,27677610.488723896,0.0,0.0
3,2024.0,0.8638318470610357,1.5685035172877473,0.0,0.0,0.0,0.0,4096215.921879871,4096215.921879871,5000000.0,0.0,0.0,66076905.413220294,141960686.01267534,26623893.657306716,0.0,0.0
4,2025.0,0.8856948615711573,1.6066922125107759,0.0,0.0,0.0,0.0,4215199.491749551,4215199.491749551,4500000.0,0.0,0.0,66876884.7269499,143809628.16867328,28502044.288669996,0.0,0.0
5,2026.0,0.9381229672058436,1.4890415961122276,0.0,0.0,0.0,0.0,4312603.628395087,4312603.628395087,4750000.0,0.0,0.0,83939646.69746953,146948214.7468513,25505438.510021273,0.0,0.0
6,2027.0,0.9681733814653299,1.5043979612739669,0.0,0.0,0.0,0.0,3465379.2177555906,3465379.2177555906,4000000.0,0.0,0.0,81938486.49053034,143942218.92771652,26784053.16674287,0.0,0.0
7,2028.0,0.953393857336921,1.530923102416676,0.0,0.0,0.0,0.0,2219408.031201924,2219408.031201924,5000000.0,0.0,0.0,80329851.54192975,148833648.7101752,27576415.67698123,0.0,0.0
8,2029.0,0.9634808478256229,1.5390562645465373,0.0,0.0,0.0,0.0,4419946.738387535,4419946.738387535,5000000.0,0.0,0.0,83150149.09398313,147057892.7039828,27501152.692127503,0.0,0.0
9,2030.0,0.8498659001267377,1.4224513082775327,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5638581.475448921,73550958.25902867,145027250.0664085,28413646.9765011,0.0,0.0
10,2031.0,0.9879924900492326,1.4745844144219853,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,83401250.46987876,147409879.03723365,30724023.772400804,0.0,0.0
11,2032.0,0.8090650540904326,1.332949063906905,0.0,0.0,0.0,0.0,3137494.885725149,3137494.885725149,3000000.0,0.0,0.0,72686019.52878511,148841899.02017218,31238950.129177134,0.0,0.0
12,2033.0,0.8493633904547353,1.4913221743581218,0.0,0.0,0.0,0.0,4502313.728733732,4502313.728733732,1400000.0,0.0,0.0,78234502.73298252,148780202.44918966,32363644.55406885,0.0,0.0
13,2034.0,0.8073158900664152,1.49763489953693,0.0,0.0,0.0,0.0,4534738.6750814635,4534738.6750814635,5000000.0,0.0,0.0,82424871.4501284,151315594.3662512,31982727.592793327,0.0,0.0
14,2035.0,0.8065170876220137,1.3876407983586985,0.0,0.0,0.0,0.0,1523102.2780155577,1523102.2780155577,5000000.0,0.0,0.0,76372372.74927807,149234702.03936452,33442645.754853442,0.0,0.0
15,2036.0,0.7977870121269742,1.2466773286977515,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,12785178.678229049,74371776.34050897,152242651.09040645,33120291.990640435,0.0,0.0
16,2037.0,0.7386956903140602,0.9283278153652657,0.0,0.0,1.0,0.0,0.0,0.0,4750000.0,12139303.004959628,21331877.744494528,67544619.84529664,147621711.90625447,32666200.03426391,1.0,21331877.744494528
17,2038.0,0.7010140451194652,0.762615279549043,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,19451197.11023023,20752237.95861716,60749239.66311423,146377470.42848253,34344102.57052832,1.0,20942467.400167286
18,2039.0,0.7538104321806414,0.7832893864474612,0.0,0.0,1.0,1.0,0.0,0.0,150978.74745568074,19692253.22215949,19672244.647301547,63112849.10819731,150092261.9881412,35654487.927948885,1.0,19672244.647301547
