,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9307042520360213,1.4123252738076943,0.0,0.0,0.0,0.0,4233325.0,1490193.6827793666,3000000.0,0.0,0.0,69680747.77023272,150734049.177746,24227882.802702263,0.0,0.0
1,2022.0,0.708642736783764,1.1902025216808374,0.0,0.0,0.0,0.0,4376614.047453339,250228.87248948566,1400000.0,0.0,0.0,53540538.223575264,138658852.96531644,25882805.03648,0.0,0.0
2,2023.0,0.8445875252274401,1.560871792950817,0.0,0.0,0.0,0.0,4121094.3510857783,4121094.3510857783,5000000.0,0.0,0.0,65602714.12394662,136089126.38647094,27414671.911691755,0.0,0.0
3,2024.0,0.8638643422831531,1.564829017809815,0.0,0.0,0.0,0.0,4089642.4574540677,4089642.4574540677,5000000.0,0.0,0.0,66090483.864600725,141960686.01267534,26653395.45108388,0.0,0.0
4,2025.0,0.8853066578418798,1.597611071198631,0.0,0.0,0.0,0.0,4215937.03659398,4215937.03659398,4500000.0,0.0,0.0,66791520.384260684,143809628.16867328,27620013.464119054,0.0,0.0
5,2026.0,0.9376687276852715,1.4886018097708507,0.0,0.0,0.0,0.0,4290552.857781314,4290552.857781314,4750000.0,0.0,0.0,83294916.73940673,146948214.7468513,25485953.064061087,0.0,0.0
6,2027.0,0.968251746567823,1.5022500148405713,0.0,0.0,0.0,0.0,3681053.135715206,3681053.135715206,4000000.0,0.0,0.0,81778944.98478672,143942218.92771652,27267289.578648187,0.0,0.0
7,2028.0,0.953643545667799,1.5176839808330553,0.0,0.0,0.0,0.0,2774382.7918449137,2774382.7918449137,5000000.0,0.0,0.0,80501730.41343206,148833648.7101752,26931516.036229108,0.0,0.0
8,2029.0,0.9370796420288878,1.5002011585215318,0.0,0.0,0.0,0.0,4403824.2473687325,4403824.2473687325,5000000.0,0.0,0.0,81718952.03147145,147057892.70398277,27747680.976704244,0.0,0.0
9,2030.0,0.8566634069382242,1.4277852650236122,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,4968239.571465537,73648821.33800739,145027250.06640846,28793863.136950932,0.0,0.0
10,2031.0,0.981016313675795,1.475045986974216,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,82784997.9750624,147409879.03723365,30467869.003151968,0.0,0.0
11,2032.0,0.8056624399942369,1.335588468952768,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,71215742.96196672,148841899.0201722,31414108.38007095,0.0,0.0
12,2033.0,0.8535830858324078,1.478301464201694,0.0,0.0,0.0,0.0,4506692.68500608,4506692.68500608,1400000.0,0.0,0.0,80306325.5840137,148780202.4491897,32423929.042617604,0.0,0.0
13,2034.0,0.8066475212597195,1.4828282358916105,0.0,0.0,0.0,0.0,4536245.787295183,4536245.787295183,5000000.0,0.0,0.0,82409998.1290544,151315594.36625123,32181174.998934098,0.0,0.0
14,2035.0,0.8322137188234656,1.4178905824607169,0.0,0.0,0.0,0.0,3343637.661159763,3343637.661159763,5000000.0,0.0,0.0,78842579.72530529,149234702.03936452,33422601.261139072,0.0,0.0
15,2036.0,0.7962227019371731,1.2451627634356275,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,13130617.325564474,75005885.42670986,152242651.09040645,32401898.57794105,0.0,0.0
16,2037.0,0.7396086166329159,0.9314623648801098,0.0,0.0,1.0,0.0,0.0,0.0,4750000.0,12148139.008802813,21323443.421851322,67841241.66715373,147621711.90625447,32654589.439442065,1.0,21323443.421851322
17,2038.0,0.7120511517211825,0.7745204627294975,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,19485447.250966933,19833152.886173338,61798141.36437786,146377470.42848247,33879877.95627628,1.0,19970995.502685726
18,2039.0,0.7545944207981883,0.7839249731421742,0.0,0.0,1.0,1.0,0.0,0.0,146891.53904689476,19788968.97546828,19700511.951834567,63467241.502542414,150092261.9881412,35298062.66067323,1.0,19700511.951834567
