,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
0,1.412220855143024,1.1903468078499124,1.5541944089505806,1.562909287509574,1.5998773232715944,1.4874596132962192,1.5007377445894763,1.5306996420602268,1.4999384199780577,1.450713988924997,1.5091715872332228,1.3646683426305986,1.498937285087583,1.5184827865338903,1.474672523807216,1.3022230699365844,0.9846128401471038,0.7418884001274836,0.7586183695187015
1,1.4122162279869355,1.1903448882541947,1.5609540939194817,1.5685035172877473,1.6066922125107759,1.4890415961122276,1.5043979612739669,1.530923102416676,1.5390562645465373,1.4224513082775327,1.4745844144219853,1.332949063906905,1.4913221743581218,1.49763489953693,1.3876407983586985,1.2466773286977515,0.9283278153652657,0.762615279549043,0.7832893864474612
2,1.4124471423704235,1.189912600159487,1.5548164083086156,1.568563592227479,1.6048318088103557,1.501263675757185,1.5116721503198935,1.5353423098315238,1.5325869482132248,1.4223914687142651,1.464836483301444,1.3225481030078945,1.4842728159476877,1.4713105718405841,1.4539490597872757,1.2522206711465271,0.9106046755098466,0.7501982334571684,0.7844597033229447
3,1.4123989126314456,1.1902190881382386,1.5619958874160678,1.573200187072979,1.618971087829774,1.5041542556925749,1.5226170422849785,1.5479914694867343,1.557220534614794,1.434206799269282,1.4742889005033974,1.3270127428526246,1.4764818140315465,1.4830931033170927,1.3908915836718483,1.245714938502739,0.920861135785939,0.7671060229404654,0.7842599111249245
4,1.4121724031866314,1.1904061577552492,1.553799898392293,1.5578204627741188,1.5892625377552363,1.4818588072497374,1.4949861922570753,1.510009855854888,1.5256723200815157,1.391612992781217,1.4326720229118184,1.2890540342484242,1.4334277837406089,1.4458566847412242,1.394553041001801,1.2224421639439467,0.8834738910301001,0.8147007457147232,0.7826463885193512
5,1.4123104754404745,1.1902907970092447,1.5628472731782224,1.568907883965126,1.6042476813256281,1.4971990246615712,1.5118844537543257,1.534884076963759,1.5087119565140483,1.4608665593071302,1.530635728216252,1.3845325676467979,1.5394209041557676,1.5257395581019304,1.468629941349334,1.2848789971677197,0.9386098350198364,0.7815308831652701,0.7615072204649665
6,1.4123266286619212,1.1901425318625567,1.5653228277564628,1.5707459085888145,1.6075863369067733,1.499537275102389,1.5222979088060027,1.5411250558949794,1.5514175448409984,1.4187919358362373,1.460440768478087,1.3095197540444452,1.451603125863385,1.4577971977343784,1.4332795379352703,1.2466236172699658,0.9232910113986406,0.7585967320963175,0.758004595084322
7,1.412405201481957,1.1903462310377624,1.5552606782201475,1.5658856224191648,1.6069966112049585,1.4956519128786299,1.5098940973435564,1.530138656837799,1.5275740138883507,1.4244912404779182,1.4722341126731524,1.3303276253349554,1.4851985234150633,1.48029754677371,1.4333393499475233,1.2609944640039445,0.9178839321595631,0.7907489204111599,0.7856485274287034
8,1.4123252738076943,1.1902025216808374,1.560871792950817,1.564829017809815,1.597611071198631,1.4886018097708507,1.5022500148405713,1.5176839808330553,1.5002011585215318,1.4277852650236122,1.475045986974216,1.335588468952768,1.478301464201694,1.4828282358916105,1.4178905824607169,1.2451627634356275,0.9314623648801098,0.7745204627294975,0.7839249731421742
9,1.4124845076728654,1.190093483362266,1.5557584381992222,1.5708153731252226,1.6138781846904366,1.5062551312528576,1.5232037093002473,1.5501843143839953,1.5481009232073368,1.4590346505010683,1.5101248971818624,1.3587482571946048,1.5035455742174706,1.5025563874595453,1.4684853698286453,1.2832349467305342,0.9223105263740623,0.7937874019293256,0.7551289727530395
