,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9307790820668905,1.412405201481957,0.0,0.0,0.0,0.0,4233325.0,1495796.1203907537,3000000.0,0.0,0.0,69686350.20784406,150734049.177746,24227882.802702263,0.0,0.0
1,2022.0,0.7087780769718379,1.1903462310377624,0.0,0.0,0.0,0.0,4376614.047453339,260454.316336737,1400000.0,0.0,0.0,53550763.66742253,138658852.96531644,25882805.03648,0.0,0.0
2,2023.0,0.8447323944031013,1.5552606782201475,0.0,0.0,0.0,0.0,4121094.3510857783,4121094.3510857783,5000000.0,0.0,0.0,65681216.257026926,136089126.38647094,27370339.211945828,0.0,0.0
3,2024.0,0.86392872738229,1.5658856224191648,0.0,0.0,0.0,0.0,4088534.1399604203,4088534.1399604203,5000000.0,0.0,0.0,66110212.54775385,141960686.01267534,26757168.613729548,0.0,0.0
4,2025.0,0.8850992660730712,1.6069966112049585,0.0,0.0,0.0,0.0,4218531.365660122,4218531.365660122,4500000.0,0.0,0.0,66643769.41088018,143809628.16867325,27680125.431442972,0.0,0.0
5,2026.0,0.9374398128304202,1.4956519128786299,0.0,0.0,0.0,0.0,4292055.656964412,4292055.656964412,4750000.0,0.0,0.0,82797840.30279961,146948214.7468513,25945171.794788163,0.0,0.0
6,2027.0,0.9687064701511625,1.5098940973435564,0.0,0.0,0.0,0.0,4323951.650803701,4323951.650803701,4000000.0,0.0,0.0,82974510.7570734,143942218.92771652,27308279.071809582,0.0,0.0
7,2028.0,0.953408489209232,1.530138656837799,0.0,0.0,0.0,0.0,3365870.3577723606,3365870.3577723606,5000000.0,0.0,0.0,81163404.8738701,148833648.7101752,27070071.374571454,0.0,0.0
8,2029.0,0.9478563868361207,1.5275740138883507,0.0,0.0,0.0,0.0,2657526.453729121,2657526.453729121,5000000.0,0.0,0.0,81419135.2730635,147057892.70398286,27501622.056494825,0.0,0.0
9,2030.0,0.8444714094476398,1.4244912404779182,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5997754.4605674,72499379.74554235,145027250.0664085,28089844.298996806,0.0,0.0
10,2031.0,0.9878637310657447,1.4722341126731524,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,83010336.18493786,147409879.03723365,30476016.650073454,0.0,0.0
11,2032.0,0.8110288001781641,1.3303276253349554,0.0,0.0,0.0,0.0,4450145.517182678,4450145.517182678,3000000.0,0.0,0.0,73474317.38969457,148841899.0201722,31281196.684351224,0.0,0.0
12,2033.0,0.8506171740564592,1.4851985234150633,0.0,0.0,0.0,0.0,4503369.892613086,4503369.892613086,1400000.0,0.0,0.0,78472616.7078864,148780202.4491897,33048916.60811017,0.0,0.0
13,2034.0,0.8067220986166201,1.48029754677371,0.0,0.0,0.0,0.0,4551870.476432498,4551870.476432498,5000000.0,0.0,0.0,82452173.1048269,151315594.3662512,32085833.676327128,0.0,0.0
14,2035.0,0.8467313446049983,1.4333393499475233,0.0,0.0,0.0,0.0,4367785.535520103,4367785.535520103,5000000.0,0.0,0.0,80187958.09551102,149234702.03936452,33303829.66047833,0.0,0.0
15,2036.0,0.7912468173872976,1.2609944640039445,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,13716815.611762017,74982357.81726733,152242651.09040645,32441832.310937453,0.0,0.0
16,2037.0,0.7191334125596797,0.9178839321595631,0.0,0.0,1.0,0.0,0.0,0.0,4750000.0,11382264.273811597,23215370.37276411,65998523.50108369,147621711.9062545,33128698.5900877,1.0,23215370.37276411
17,2038.0,0.7264199569185594,0.7907489204111599,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,19299591.263378646,18382823.278955504,62505446.35857252,146377470.42848253,34387129.87884863,1.0,18524576.417726126
18,2039.0,0.7564552671202758,0.7856485274287034,0.0,0.0,1.0,1.0,0.0,0.0,130496.07328094542,19826908.54335585,19578121.914401032,63729735.437266715,150092261.9881412,35129358.681737415,1.0,19578121.914401032
