,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9306064930060896,1.412220855143024,0.0,0.0,0.0,0.0,4233325.0,1482874.577604957,3000000.0,0.0,0.0,69673428.6650583,150734049.177746,24227882.802702263,0.0,0.0
1,2022.0,0.7087786201923111,1.1903468078499124,0.0,0.0,0.0,0.0,4376614.047453339,260495.35862083524,1400000.0,0.0,0.0,53550804.709706604,138658852.96531644,25882805.03648,0.0,0.0
2,2023.0,0.844826569400572,1.5541944089505806,0.0,0.0,0.0,0.0,4121094.3510857783,4121094.3510857783,5000000.0,0.0,0.0,65725249.1881247,136089126.38647094,27393526.452416193,0.0,0.0
3,2024.0,0.8637687530053934,1.562909287509574,0.0,0.0,0.0,0.0,4089113.820972178,4089113.820972178,5000000.0,0.0,0.0,66050800.34988869,141960686.01267534,26565085.564548977,0.0,0.0
4,2025.0,0.8854310637761938,1.5998773232715944,0.0,0.0,0.0,0.0,4213729.289430608,4213729.289430608,4500000.0,0.0,0.0,66736755.88959065,143809628.16867328,28327467.917143576,0.0,0.0
5,2026.0,0.9375143750205239,1.4874596132962192,0.0,0.0,0.0,0.0,4308239.219106927,4308239.219106927,4750000.0,0.0,0.0,82908632.14995062,146948214.7468513,25930779.94476763,0.0,0.0
6,2027.0,0.9685006007837654,1.5007377445894763,0.0,0.0,0.0,0.0,4323591.854553188,4323591.854553188,4000000.0,0.0,0.0,83066643.85929412,143942218.92771652,26460128.05974913,0.0,0.0
7,2028.0,0.9532362408039202,1.5306996420602268,0.0,0.0,0.0,0.0,1098190.3188222405,1098190.3188222405,5000000.0,0.0,0.0,80319217.340601,148833648.7101752,27616057.661465377,0.0,0.0
8,2029.0,0.928174468569469,1.4999384199780577,0.0,0.0,0.0,0.0,2341356.968591677,2341356.968591677,5000000.0,0.0,0.0,79297688.87912683,147057892.70398277,27419912.531657793,0.0,0.0
9,2030.0,0.8693189240521275,1.450713988924997,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,3753657.765212059,73894897.88332301,145027250.0664085,28776235.702216953,0.0,0.0
10,2031.0,0.9880265038225376,1.5091715872332228,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,83353814.86535203,147409879.03723365,30863260.443570208,0.0,0.0
11,2032.0,0.8083765294271499,1.3646683426305986,0.0,0.0,0.0,0.0,1946254.9827466244,1946254.9827466244,3000000.0,0.0,0.0,72332399.24201661,148841899.0201722,30627142.810822386,0.0,0.0
12,2033.0,0.8543277454970432,1.498937285087583,0.0,0.0,0.0,0.0,4487018.545774865,4487018.545774865,1400000.0,0.0,0.0,81215496.95055825,148780202.44918966,31983432.061457366,0.0,0.0
13,2034.0,0.8070735184437405,1.5184827865338903,0.0,0.0,0.0,0.0,4525233.3627661755,4525233.3627661755,5000000.0,0.0,0.0,82376624.3175638,151315594.3662512,31922760.980770618,0.0,0.0
14,2035.0,0.8591554705880141,1.474672523807216,0.0,0.0,0.0,0.0,1540152.1594337374,1540152.1594337374,5000000.0,0.0,0.0,81519479.20663103,149234702.03936458,33852383.51534009,0.0,0.0
15,2036.0,0.7922410742261352,1.3022230699365844,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,13737539.928766847,75514894.35971254,152242651.0904064,32710064.38109758,0.0,0.0
16,2037.0,0.7378417271311727,0.9846128401471038,0.0,0.0,1.0,0.0,0.0,0.0,4750000.0,7643154.241193958,21554800.23269154,67874180.68983482,147621711.90625447,32580490.2795251,1.0,21554800.23269154
17,2038.0,0.6821122587061258,0.7418884001274836,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,19506896.43424504,22459770.04625187,59260402.595443346,146377470.42848253,33735111.93958102,1.0,22646780.161012545
18,2039.0,0.7298155006101321,0.7586183695187015,0.0,0.0,1.0,1.0,0.0,0.0,158897.8515688479,19559207.723618735,21539343.261730634,60720630.506170966,150092261.98814118,35312807.21871805,1.0,21539343.261730634
