,Fiscal Year,Annual Estimate,Gross Revenues,Water Sales Revenue,Fixed Operating Expenses,Variable Operating Expenses,Net Revenues,Debt Service,Acquisition Credits,Unencumbered Carryover Funds,R&R Fund Deposit,Rate Stabilization Fund Deposit,Other Funds Deposit,Uniform Rate,Variable Uniform Rate,TBC Rate,Rate Stabilization Fund Transfers In,R&R Fund Transfers In,Other Funds Transfers In,Interest Income,CIP Fund Transfer In,CIP Fund Deposit,Energy Savings Fund Transfer In,Energy Savings Fund Deposit,Debt Service Deferred
0,2020.0,168872283.0,177428927.0,169766978.0,61849872.0,26657538.0,88921517.0,70133315.0,10231558.0,4168060.0,4500000.0,0.0,1712872.0,2.559,0.4028,0.195,1600000.0,6607280.0,0.0,1893889.0,0.0,2343772.0,0.0,0.0,0.0
1,2021.0,178053678.0,182829643.0,175384352.0,71789709.0,25938571.0,85101363.0,70093840.0,10231558.0,4233325.0,3000000.0,0.0,0.0,2.559,0.3848,0.195,0.0,0.0,0.0,3211966.0,0.0,1775965.0,0.0,0.0,0.0
2,2022.0,185115929.0,184044809.93321675,175153964.2397078,74158769.397,26794543.843,83091496.69321676,71153640.0,10231558.0,4376614.047453339,3000000.0,0.0,0.0,2.5634,0.4174,0.195,0.0,2774849.0,0.0,1739382.6460555943,7691664.0,1775000.04,788387.0,200000.0,0.0
3,2023.0,179120663.57692,185674925.28182942,168586449.1816901,76606008.787101,27678763.789818995,81390152.70490941,62604333.0,10231558.0,4121094.3510857783,1400000.0,0.0,0.0,2.5890340000000003,0.4287610302881567,0.195,18167539.023397647,11984997.162346436,0.0,982384.586707112,11511368.0,3000000.0,427043.0,185000.0,0.0
4,2024.0,184561880.07195836,182054182.72685668,173011719.4630759,79134007.07707533,28592162.99488302,74328012.65489833,63104152.0,10231558.0,4089642.4574540677,5000000.0,0.0,0.0,2.6149243400000004,0.4142409182392362,0.195,18357552.7012535,4071881.0,0.0,880939.8063267213,12274311.0,4000000.0,0.0,185000.0,0.0
5,2025.0,190563593.68433297,191122730.47474393,178844684.5977292,81745429.31061882,29535704.373714156,79841596.79041097,62550902.0,10231558.0,4215937.03659398,5000000.0,0.0,0.0,2.6410735834000003,0.4235071338890253,0.195,24580675.731708642,6373146.0,0.0,1688962.840420764,8312091.0,4250000.0,130844.0,185000.0,0.0
6,2026.0,208316892.65278715,204112949.9129078,194389533.76396465,84443028.47786923,30510382.61804672,89159538.81699187,78831923.55687122,10231558.0,4290552.857781314,4500000.0,0.0,0.0,2.6674843192340005,0.3991894123133671,0.195,36041173.881744355,4438822.0,0.0,994041.2911618229,8304438.0,5500000.0,385275.0,185000.0,1938603.4431287795
7,2027.0,208138847.32843012,204438879.27371612,193818651.75004676,87229648.4176389,31517225.244442258,85692005.61163497,77460415.66634898,10231558.0,4312471.182535524,4750000.0,0.0,0.0,2.6941591624263403,0.41725021037479765,0.195,35252335.714341804,4634046.0,0.0,1673710.3411338392,5240001.0,5250000.0,160431.0,185000.0,68737020.77677979
8,2028.0,216011984.64852056,212684475.7971743,201329126.2945725,90108226.81542097,32557293.67750885,90018955.30424449,76414906.15559074,10231558.0,4290983.318437732,4000000.0,0.0,0.0,2.7211007540506036,0.4178549346839332,0.195,42223484.76027768,3996596.0,0.0,3067770.1841640677,2829527.0,3000000.0,331331.0,185000.0,160980429.62118903
9,2029.0,216551024.41518876,212204018.0406146,201668895.77023298,93081798.30032985,33631684.36886664,85490535.37141812,79205983.74599227,10231558.0,4403824.2473687325,5000000.0,0.0,0.0,2.7483117615911095,0.43704889830583066,0.195,37160400.462104775,5063582.0,0.0,1067716.02301291,3252047.0,3000000.0,348374.0,185000.0,136297252.87519675
10,2030.0,219498299.5067529,214760122.89743108,203864900.72570097,96153497.64424072,34741529.95303924,83865095.30015111,77971713.90947293,10231558.0,4376939.967017177,5000000.0,0.0,0.0,2.7757948792070204,0.44924480738141337,0.195,41023891.52720298,4837252.0,0.0,1681030.2047129334,2715748.0,3000000.0,143262.0,185000.0,108401294.96572383
11,2031.0,217701537.32382122,223549367.11761382,212998101.1176105,99326563.06650066,35888000.441489525,88334803.60962364,76386973.81583104,0.0,4350061.580083985,5000000.0,0.0,0.0,2.8035528279990904,0.4733598601020982,0.195,41415587.59374842,5148861.0,0.0,1052343.4199193069,2121309.0,3000000.0,269483.0,185000.0,48674683.14989279
