,Fiscal Year,Debt Covenant Ratio,Rate Covenant Ratio,Partial Debt Covenant Failure,Partial Rate Covenant Failure,Reserve Fund Balance Initial Failure,R&R Fund Balance Initial Failure,Cap on Rate Stabilization Fund Transfers In,Rate Stabilization Funds Transferred In,Required R&R Fund Deposit,Required Reserve Fund Deposit,Necessary Use of Other Funds (Rate Stabilization Supplement),Final Net Revenues,Fixed Sales Revenue,Variable Sales Revenue,Reserve Fund Balancing Failure,Remaining Unallocated Deficit
0,2021.0,0.9305611312283826,1.4121724031866314,0.0,0.0,0.0,0.0,4233325.0,1479478.3939258894,3000000.0,0.0,0.0,69670032.48137923,150734049.177746,24227882.802702263,0.0,0.0
1,2022.0,0.7088345137508262,1.1904061577552492,0.0,0.0,0.0,0.0,4376614.047453339,264718.32041919837,1400000.0,0.0,0.0,53555027.671504974,138658852.96531644,25882805.03648,0.0,0.0
2,2023.0,0.8445463136591921,1.553799898392293,0.0,0.0,0.0,0.0,4121094.3510857783,4121094.3510857783,5000000.0,0.0,0.0,65591233.630066946,136089126.38647097,27347587.69851331,0.0,0.0
3,2024.0,0.8642748651633585,1.5578204627741188,0.0,0.0,0.0,0.0,4087965.3521246077,4087965.3521246077,5000000.0,0.0,0.0,66262290.08411557,141960686.01267534,27027761.926588897,0.0,0.0
4,2025.0,0.8852444185265641,1.5892625377552363,0.0,0.0,0.0,0.0,4225296.198481606,4225296.198481606,4500000.0,0.0,0.0,66724446.91562235,143809628.16867325,27755634.345794886,0.0,0.0
5,2026.0,0.9377541631556124,1.4818588072497374,0.0,0.0,0.0,0.0,4293943.379823209,4293943.379823209,4750000.0,0.0,0.0,83292325.6771,146948214.74685127,25816559.11483598,0.0,0.0
6,2027.0,0.9684626456234571,1.4949861922570753,0.0,0.0,0.0,0.0,4320736.333804896,4320736.333804896,4000000.0,0.0,0.0,82339704.45868918,143942218.92771652,27272566.050781626,0.0,0.0
7,2028.0,0.9533407049108295,1.510009855854888,0.0,0.0,0.0,0.0,1597925.6102303797,1597925.6102303797,5000000.0,0.0,0.0,80241378.26467952,148833648.7101752,27232890.200895213,0.0,0.0
8,2029.0,0.9635196070466495,1.5256723200815157,0.0,0.0,0.0,0.0,3681386.5290451525,3681386.5290451525,5000000.0,0.0,0.0,82803824.74476288,147057892.7039828,27717154.098095153,0.0,0.0
9,2030.0,0.8303078733836693,1.391612992781217,0.0,0.0,0.0,0.0,419871.94687157683,0.0,5000000.0,0.0,6916335.34383671,71882751.48282984,145027250.06640846,27909503.38168137,0.0,0.0
10,2031.0,0.9878479552881192,1.4326720229118184,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,82856098.38133171,147409879.03723365,30498233.176149856,0.0,0.0
11,2032.0,0.8091648529850733,1.2890540342484242,0.0,0.0,0.0,0.0,3316603.4188509835,3316603.4188509835,3000000.0,0.0,0.0,72686034.5991449,148841899.0201722,31072605.48398804,0.0,0.0
12,2033.0,0.8517148859029944,1.4334277837406089,0.0,0.0,0.0,0.0,4498155.112604005,4498155.112604005,1400000.0,0.0,0.0,79606725.80184272,148780202.4491897,31986326.47939202,0.0,0.0
13,2034.0,0.8068573869798935,1.4458566847412242,0.0,0.0,0.0,0.0,4525305.723214543,4525305.723214543,5000000.0,0.0,0.0,82408169.05894682,151315594.3662512,32070190.773203637,0.0,0.0
14,2035.0,0.8466292505310488,1.394553041001801,0.0,0.0,0.0,0.0,3156650.9891714305,3156650.9891714305,5000000.0,0.0,0.0,80212260.09142894,149234702.03936458,32918814.363233473,0.0,0.0
15,2036.0,0.7863802203582398,1.2224421639439467,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,14182482.235656679,74537683.91016442,152242651.09040645,32808997.88239481,0.0,0.0
16,2037.0,0.7304247250759304,0.8834738910301001,0.0,0.0,1.0,0.0,0.0,0.0,4750000.0,15212425.759479187,22123545.022829905,66884230.96036337,147621711.90625447,33115986.132884562,1.0,22123545.022829905
17,2038.0,0.7485335330714878,0.8147007457147232,0.0,0.0,1.0,0.0,0.0,0.0,4000000.0,19334525.72282275,16516103.779256776,64515575.35176227,146377470.42848247,34162558.0089311,1.0,16610107.677351722
18,2039.0,0.7538918370030714,0.7826463885193512,0.0,0.0,1.0,1.0,0.0,0.0,122009.75473582186,20010948.805584576,19973140.81400194,64062264.14346359,150092261.98814118,35577860.45105479,1.0,19973140.81400194
